,pais,Participación,conteo
,Museo Regional,0.03%,2.0
,Museo Regional INAH,0.26%,15.0
,Museo Regional Michoacano,0.02%,1.0
,Museo Regional Oaxaca,0.02%,1.0
,Museo Regional de Chiapas,0.05%,3.0
,Museo Regional de Guadalajara,0.05%,3.0
,Museo Regional de Guadalupe,0.02%,1.0
,Museo Regional de Querétaro,0.24%,14.0
,Museo Santa Clara,0.94%,54.0
,Museo Santa Rosa de Lima,0.02%,1.0
,Museo Santa Teresa Potosi,0.03%,2.0
,Museo Seminario,0.03%,2.0
,Museo Soumaya,0.45%,26.0
,Museo Sucre,0.17%,10.0
,Museo UPAEP,0.07%,4.0
,Museo Universidad Autónoma de Puebla,0.30%,17.0
,Museo Universidad de Turabo,0.05%,3.0
,Museo Universitario BUAP,0.19%,11.0
,Museo colonial,1.39%,80.0
,Museo de América,0.31%,18.0
,Museo de Antioquia,0.26%,15.0
,Museo de Arte,0.12%,7.0
,Museo de Arte Colonial,0.43%,25.0
,Museo de Arte Colonial Quinta de Anauco,0.02%,1.0
,Museo de Arte Colonial de Morelia,0.02%,1.0
,Museo de Arte La paz,0.02%,1.0
,Museo de Arte Religioso,1.98%,114.0
,Museo de Arte Religioso de Santa Mónica,0.19%,11.0
,Museo de Arte Religioso del  Exconvento de Santa Monica,0.02%,1.0
,Museo de Arte Religioso del Exconvento de Santa Mónica,0.10%,6.0
,"Museo de Arte Religioso, Ex convento de Santa Mónica",0.02%,1.0
,Museo de Arte Rleigioso,0.02%,1.0
,Museo de Arte Sacro,0.05%,3.0
,Museo de Arte de Filadelfia,0.42%,24.0
,Museo de Arte de Lima,0.40%,23.0
,Museo de Arte de New Orleans,0.02%,1.0
,Museo de Arte religioso,0.02%,1.0
,Museo de Arte religioso y Catedral de Lima,0.56%,32.0
,Museo de Artes Decorativas,0.02%,1.0
,Museo de Guadalupe,0.02%,1.0
,Museo de Guayasamin Cáceres,0.03%,2.0
,Museo de Jesús María,0.03%,2.0
,Museo de La Merced,0.45%,26.0
,Museo de Puebla,0.03%,2.0
,Museo de San Agustín,0.05%,3.0
,Museo de San Francisco,0.09%,5.0
,Museo de San Francisco El Grande,0.02%,1.0
,Museo de Santa Catalina,0.21%,12.0
,Museo de Santa Mónica,0.02%,1.0
,Museo de arte sacra de Sao Paulo,0.05%,3.0
,Museo de la Antigua Recoleta de San Diego,0.02%,1.0
,Museo de la Basílica de Guadalupe,0.09%,5.0
,Museo de la Catedral,0.02%,1.0
,Museo de la Ciudad,0.02%,1.0
,"Museo de la Evangelización, Ex convento Franciscano de San Miguel",0.10%,6.0
,Museo de la Moneda,0.03%,2.0
,Museo de la Universidad,0.02%,1.0
,Museo de las Intervenciones,0.10%,6.0
,Museo del Banco Central de Ecuador,0.07%,4.0
,Museo del Cabildo,0.02%,1.0
,Museo del Carmen,0.83%,48.0
,Museo del Centro Cultural Santo Domingo,0.03%,2.0
,Museo del Chicó,0.14%,8.0
,Museo del Colegio de Guadalupe,0.02%,1.0
,Museo del Convento de San Francisco,0.07%,4.0
,Museo del Convento de la Merced,0.02%,1.0
,Museo del Convento de los Descalzos,0.02%,1.0
,Museo del Ex convento Franciscano,0.02%,1.0
,Museo del Exconvento Franciscano de San Diego Churubusco,0.02%,1.0
,Museo del Exconvento del Carmen,0.75%,43.0
,Museo del Santuario de Nuestra Señora de Guadalupe,0.02%,1.0
,Museo del Santuario del Pueblito,0.02%,1.0
,Museo del exconvento Franciscano y Colegio de Guadalupe,0.02%,1.0
,Museo del seminario,0.19%,11.0
,Museo dominicos,0.16%,9.0
,Museo nacional,0.02%,1.0
,Museos Banco de la República,0.28%,16.0
,Museos universitarios,0.02%,1.0
,Museu Afro Brasil,0.02%,1.0
,Museu da Inconfidência,0.02%,1.0
,Museu de Arte Sacra,0.19%,11.0
,Museu de Arte Sacra da Universidade Federal da Bahia,0.07%,4.0
,Museu de Arte Sacra de Sao Paulo,0.02%,1.0
,Museu de Arte da Bahia,0.07%,4.0
,Museum of Fine Arts of Boston,0.03%,2.0
,México oaxa coixtla,0.02%,1.0
,National Gallery of Art,0.02%,1.0
,Noviciado jesuitas,0.02%,1.0
,Nunciatura apostólica,0.02%,1.0
,Oficina de registro de obras,0.03%,2.0
,Oicatá,0.03%,2.0
,Orden tercera de los minimos de San Francisco de Paula,0.02%,1.0
,Palacio Arzobispal,1.37%,79.0
,Palacio Episcopal de Salta,0.02%,1.0
,Palacio presidencial,0.02%,1.0
,Parroquia  de Tenjo,0.02%,1.0
,Parroquia Nuestra Señora de los Dolores y del Campo Florido,0.02%,1.0
,Parroquia Oiba,0.02%,1.0
,Parroquia Tenjo?,0.02%,1.0
,Parroquia de María Reina de los Ángeles,0.05%,3.0
,Parroquia de Nuestra Señora de la Asunción,0.02%,1.0
,Parroquia de Ozumba,0.02%,1.0
,Parroquia de San Andrés Apóstol,0.02%,1.0
,Parroquia de San Andrés de Cholula,0.07%,4.0
,Parroquia de San Bernardino Tlaxcalancingo,0.03%,2.0
,Parroquia de San Diego,0.02%,1.0
,Parroquia de San Diego Cuachayotla,0.07%,4.0
,Parroquia de San Esteban Proto Mártir,0.05%,3.0
,Parroquia de San José,0.07%,4.0
,Parroquia de San José de Gracia,0.02%,1.0
,Parroquia de San Juan Apóstol,0.12%,7.0
,Parroquia de San Juan Bautista,0.03%,2.0
,Parroquia de San Juan Evangelista,0.02%,1.0
,Parroquia de San Lucas Evangelista,0.02%,1.0
,Parroquia de San Luis,0.03%,2.0
,Parroquia de San Luis Tehuiloyocan,0.05%,3.0
,Parroquia de San Marcos,0.02%,1.0
,Parroquia de San Martín de Tours,0.14%,8.0
,Parroquia de San Miguel Arcangel,0.02%,1.0
,Parroquia de San Miguel Coatlinchan,0.09%,5.0
,Parroquia de San Pablo Apóstol,0.03%,2.0
,Parroquia de San Pedro,0.03%,2.0
,Parroquia de San Pedro Cholula,0.10%,6.0
,Parroquia de Santa Ana,0.02%,1.0
,Parroquia de Santa María Actipan de Morelos,0.02%,1.0
,Parroquia de Santa Prisca,0.02%,1.0
,Parroquia de Santiago Tetla,0.02%,1.0
,Parroquia de la Natividad,0.02%,1.0
,Parroquia de los Santos Felipe y Santiago,0.07%,4.0
,Parroquia de santo Domingo,0.02%,1.0
,Particular,0.02%,1.0
,Paz de Río,0.02%,1.0
,Perú,0.02%,1.0
,Peyton Wright Gallery,0.57%,33.0
,Pinacot Banco Central Reserv,0.09%,5.0
,Pinacoteca Juan Gamboa Guzmán,0.03%,2.0
,Pinacoteca Virreinal San Diego,0.82%,47.0
,Pinacoteca colonial Santiago Lechuga Andia,0.02%,1.0
,Pinacoteca de San Felipe Neri,0.03%,2.0
,Pinacoteca del Ateneo Fuente,0.02%,1.0
,Pinacoteca del Templo de la Enseñanza,0.05%,3.0
,Prelatura Humahuaca,0.09%,5.0
,Propiedad particular,0.02%,1.0
,Quemada en 1955,0.03%,2.0
,Recoleta de San Diego,0.02%,1.0
,Refectorio del Carmen,0.03%,2.0
,Robert Simon Fine Art,0.02%,1.0
,SD,3.13%,180.0
,Sala de Juntas de la Cofradía de Aránzazu,0.02%,1.0
,Salvador de Bahía,0.02%,1.0
,Samacá,0.02%,1.0
,San Antonio Museum of Art,0.03%,2.0
,San Francisco,0.02%,1.0
,San Francisco Asis,0.02%,1.0
,San Mateo Xoloc,0.02%,1.0
,San Miguel Chapel,0.02%,1.0
,Santa Clara,0.03%,2.0
,Santa María Sopra Minerva,0.02%,1.0
,Santander,0.05%,3.0
,Santuario de Atotonilco,0.02%,1.0
,Santuario de Guadalupe,0.63%,36.0
,Santuario de Nuestra Señora de Tzocuilac,0.02%,1.0
,Santuario de Nuestra Señora de los Ángeles,0.03%,2.0
,Santuario de Santa Rosa,0.02%,1.0
,Santuario de los Remedios,0.02%,1.0
,Sd,0.03%,2.0
,Seminario Mayor,0.02%,1.0
,Seminario Palafoxiano,0.02%,1.0
,Seminario de San Antonio Abad,0.02%,1.0
,Simois Gestión de Arte,0.02%,1.0
,Sin datos,0.21%,12.0
,Smithsonian American Art Museum,0.07%,4.0
,Spanish Colonial Art Society,0.10%,6.0
,Templo Conventual de San Cosme y San Damian de la orden de Nuestra Senora de La Merced,0.02%,1.0
,Templo Conventual de San Joaquín de Carmelitas Descalzos,0.02%,1.0
,Templo Conventual del Carmen,0.03%,2.0
,Templo Hospitalario de San Juan de Dios,0.02%,1.0
,Templo San Francisco Acatepec,0.09%,5.0
,Templo San Francisco el Grande,0.02%,1.0
,Templo conventual de Santo Domingo,0.02%,1.0
,Templo de Loreto,0.02%,1.0
,Templo de Nuestra Señora de Loreto,0.05%,3.0
,Templo de Nuestra Señora de la Candelaria y Guadalupe,0.02%,1.0
,Templo de Nuestra Señora de la Merced,0.02%,1.0
,Templo de Nuestra Señora de las Nieves,0.09%,5.0
,Templo de Nuestro Señor Crucificado,0.02%,1.0
,Templo de San Agustín,0.19%,11.0
,Templo de San Andrés Hueyapam,0.03%,2.0
,Templo de San Antonio Cacalotepec,0.03%,2.0
,Templo de San Diego de Alcalá,0.02%,1.0
,"Templo de San Diego de Alcalá, Huejotzingo",0.09%,5.0
,Templo de San Felix,0.09%,5.0
,Templo de San Francisco,0.10%,6.0
,Templo de San Francisco Coapa,0.03%,2.0
,Templo de San Francisco Javier,0.03%,2.0
,Templo de San Francisco de Asís,0.40%,23.0
,Templo de San Jerónimo,0.19%,11.0
,Templo de San Jerónimo Tlacochahuaya,0.02%,1.0
,Templo de San Mateo Xoloc,0.02%,1.0
,Templo de San Matias,0.03%,2.0
,Templo de San Miguelito,0.05%,3.0
,Templo de San Nicolás de Tolentino,0.02%,1.0
,Templo de San Pedrito,0.16%,9.0
,Templo de San Pedro Apóstol,0.03%,2.0
,Templo de San Pedro de Alcántara hoy San Diego,0.07%,4.0
,Templo de San Pedro de Quinua,0.03%,2.0
,Templo de San Rafael Comac,0.02%,1.0
,Templo de San Ramón Nonato,0.02%,1.0
,Templo de San Sebastián,0.07%,4.0
,Templo de San Sebastián martir,0.02%,1.0
,Templo de Santa Bárbara Tlacatempan,0.05%,3.0
,Templo de Santa Cruz de Jerusalem o Los Santos Lugares,0.07%,4.0
,Templo de Santa Lucía,0.02%,1.0
,Templo de Santa Magdalena,0.02%,1.0
,Templo de Santa María Magdalena,0.02%,1.0
,Templo de Santa María de la Redonda,0.26%,15.0
,Templo de Santa Úrsula Zimantepec,0.05%,3.0
,Templo de Santiago Apóstol,0.16%,9.0
,Templo de Santo Domingo,0.02%,1.0
,Templo de Santo Domingo Guzman,0.02%,1.0
,Templo de Santo Domingo Mixcoac,0.02%,1.0
,Templo de Santo Domingo de Guzmán,0.10%,6.0
,Templo de Tinta,0.03%,2.0
,Templo de la Candelaria,0.02%,1.0
,Templo de la Comunidad de Churo,0.02%,1.0
,Templo de la Defensa,0.02%,1.0
,Templo de la Merced,0.03%,2.0
,Templo de la Purificación o la Candelaria,0.12%,7.0
,Templo de la Soledad,0.02%,1.0
,Templo de la Tercera Orden Franciscana,0.02%,1.0
,Templo de la Virgen de las Nieves,0.05%,3.0
,Templo del Barrio San Pedro Colomoxco,0.02%,1.0
,Templo del Barrio de La Magdalena Coapa,0.02%,1.0
,Templo del Barrio de San Andresito,0.02%,1.0
,Templo del Barrio de San Juan Aquiahuac,0.10%,6.0
,Templo del Barrio de San Miguel Tianguisnahuac,0.02%,1.0
,Templo del Barrio de San Miguel Xochimehuacán,0.03%,2.0
,Templo del Barrio de San Pedro Colomoxco,0.02%,1.0
,Templo del Barrio de Santiago Xicotzingo,0.05%,3.0
,Templo del Barrio de la Magdalena,0.03%,2.0
,Templo del Barrio de la Magdalena Coapa,0.02%,1.0
,Templo del Carmen,0.07%,4.0
,Templo del Carmen de San Ángel,0.02%,1.0
,Templo del Convento Franciscano,0.02%,1.0
,Templo del Convento Franciscano de San Luis,0.03%,2.0
,Templo del Convento Franciscano de Santa María Magdalena,0.07%,4.0
,Templo del Convento de San Agustín,0.02%,1.0
,Templo del Convento de la Impresion de las Llagas de San Francisco,0.12%,7.0
,Templo del Convento de la Impresión de las Llagas de San Francisco,0.24%,14.0
,Templo del Convento del Carmen,0.05%,3.0
,Templo del Ex Convento de los santos Felipe y Santiago,0.03%,2.0
,Templo del Ex convento Dominico de Santa María de Gracia,0.07%,4.0
,Templo del Ex convento de San Francisco,0.09%,5.0
,Templo del Ex convento de Santa Clara,0.02%,1.0
,Templo del Ex convento de Santo Domingo,0.02%,1.0
,Templo del Ex convento de la Merced,0.05%,3.0
,Templo del Ex convento franciscano de San Martín,0.09%,5.0
,Templo del Exconvento Agustino de San Juan de Sahagún,0.26%,15.0
,Templo del Exconvento Concepcionista de Regina Coeli,0.21%,12.0
,Templo del Exconvento Dominico de Santiago,0.02%,1.0
,Templo del Exconvento de Nuestra Señora del Carmen,0.02%,1.0
,Templo del Exconvento de San Francisco,0.02%,1.0
,Templo del Exconvento de Santa Clara,0.03%,2.0
,Templo del Exconvento de Sta. Bárbara de los Franciscanos Dieguinos,0.07%,4.0
,Templo del Exconvento de la Soledad,0.23%,13.0
,Templo del Exconvento de los Santos Reyes,0.05%,3.0
,Templo del Señor del Hospital,0.02%,1.0
,Templo y Museo Santa Ana de Maca,0.09%,5.0
,Teposcolula,0.02%,1.0
,Tercera orden Franciscana seglar,0.14%,8.0
,Tuta,0.12%,7.0
,Universidad del Claustro de Sor Juana,0.02%,1.0
,University Of California,0.02%,1.0
,Valery Taylor Gallery,0.02%,1.0
,sd,0.23%,13.0
,¿?,0.19%,11.0
