,pais,Participación,conteo
,Exconvento Dominico de la Asunción,0.08%,15
,Exconvento Franciscano San Miguel de Huejotzingo,0.01%,1
,Exconvento Franciscano de Cuauntinchán,0.01%,2
,Exconvento Franciscano de San Diego,0.02%,3
,Exconvento Franciscano de San Miguel,0.01%,2
,Exconvento Franciscano de la Asuncion,0.01%,1
,Exconvento Franciscano y Parroquia de San Luis Obispo de Tolosa,0.01%,1
,Exconvento de Santa Rosa de Lima,0.01%,1
,Exconvento de Santa Teresa de Jesús,0.01%,1
,Exconvento de Santo Domingo Ocotlán,0.07%,13
,Excovento Franciscano de Cuahutinchán,0.01%,1
,Expiatorio de la Concepción,0.02%,3
,Exposicion Miradas comparadas en los Virreinatos de America: México y Peru,0.01%,2
,Exposición 800 años de la Orden Franciscana,0.02%,4
,Exposición Arte 1982,0.01%,1
,Exposición Cicatrices de la Fe,0.08%,16
,"Exposición de Arte Sacro ""Destellos de Fé""",0.01%,2
,Fazenda Belo Vale,0.01%,1
,Figge Art Museum,0.19%,37
,"Figge art Museum Davenport, Iowa",0.07%,13
,Fondo Cultural Cafetero,0.01%,2
,Francia,0.01%,1
,Fundacao Biblioteca Nacional,0.03%,5
,Fundacao Raimundo Ottoni Castro Maia,0.01%,2
,Fundación Cardoen,0.01%,1
,Fundación Cultural Banamex,0.02%,3
,Fundación John Boulton,0.02%,3
,Fundación Tarea,0.01%,1
,Fundación Televisa,0.01%,1
,"Fundação do Patrimônio Artístico e Cultural da Bahia (Ex Jesuit Seminary), Salvador, Bahia",0.01%,1
,Funza Robado,0.01%,1
,Fuquene,0.01%,1
,Galeria Austin Auction,0.01%,1
,Galería Bailly,0.01%,1
,Galería Cubarte,0.02%,3
,"Galería Mario Hamilton, Winters.",0.01%,1
,Galería Nacional de Arte,0.03%,5
,Galería Valery Taylor,0.01%,1
,Galería de Antigüedades la Cartuja,0.01%,1
,Galería de Arte Nacional,0.04%,8
,"Galería de Arte colonial. Colección de Felipe, Ana y Andrés Siegel",0.01%,2
,Galería de Artes Coloniales,0.01%,1
,Galería de Lima,0.01%,1
,Gibbes Museum of Art,1.29%,247
,Gobernacion del Cauca,0.01%,1
,Gobernación Cauca,0.01%,1
,Gobierno Edo Sao Paulo,0.01%,1
,Gran Museo del Mundo Maya,0.01%,1
,Guane,0.01%,1
,Hacienda Aposentos,0.01%,1
,Hacienda Blandín,0.01%,1
,Hacienda Cañasgordas,0.01%,1
,Hacienda García Abajo,0.01%,1
,Hacienda Santa Lucía,0.01%,1
,Hacienda de Arroyozarco,0.02%,4
,Hacienda de Santa Inés,0.01%,1
,Heard Museum,0.01%,1
,Hispanic society of america,0.02%,4
,Holy Cross Church,0.01%,1
,Hospital Bracamonte,0.01%,1
,Hospital Eugenio Espino,0.01%,1
,Hospital San Juan Dios,0.03%,5
,Hospital San Juan de Dios,0.11%,21
,Hospital de mujeres de los Betlemitas,0.01%,1
,Hospital san Juan de Dios,0.01%,1
,Hotel Hacienda Jurica,0.02%,3
,Hotel Menger,0.01%,1
,Hotel Monasterio,0.01%,2
,Hotel Palacio del Inka,0.01%,1
,I de S Domingo,0.01%,2
,Idea Compendiosa del Reyno de Nueva España. Año 1774. Biblioteca Nacional,0.05%,10
,Iglesia  Chiquinquirá El Tablazo,0.02%,4
,Iglesia Barichara,0.07%,14
,Iglesia Belen Chameza,0.01%,1
,Iglesia Bojacá,0.01%,1
,Iglesia Bonsuceso,0.01%,1
,Iglesia Buena muerte,0.01%,2
,Iglesia Candelaria,0.01%,2
,Iglesia Caquiaviri,0.01%,2
,Iglesia Cochabamba,0.01%,1
,Iglesia Concepción,0.01%,1
,Iglesia Cosme y Damian,0.02%,4
,Iglesia Divino salvador,0.03%,5
,Iglesia El Carmen,0.01%,1
,Iglesia El Recreo,0.01%,1
,Iglesia El Topo,0.04%,7
,Iglesia Franciscana de Tecajic,0.01%,2
,Iglesia Hualaoyo,0.08%,16
,Iglesia Jesus Nazareno e Inmaculada Concepcion,0.01%,2
,Iglesia Jesús Nazareno,0.04%,7
,Iglesia La Calera,0.03%,5
,Iglesia La Magdalena,0.01%,1
,Iglesia Madre Nuestra Señora del pilar,0.01%,1
,Iglesia Matriz,0.01%,1
,Iglesia Matríz,0.01%,1
,Iglesia NS Chiquinqui,0.02%,3
,Iglesia Nuestra Señora Estrella,0.01%,1
,Iglesia Nuestra Señora Mercedes,0.01%,2
,Iglesia Nuestra Señora de Chiquinquira,0.01%,1
,Iglesia Nuestra Señora del Carmen,0.02%,4
,"Iglesia Nuestra Señora del Rosario, La Caldera",0.01%,1
,Iglesia Parish,0.01%,1
,Iglesia Parroquial,0.01%,1
,Iglesia Parroquial Acámbaro,0.01%,1
,Iglesia Parroquial de El Tocuyo,0.01%,1
,Iglesia Parroquial de Huaquechula,0.01%,1
,Iglesia Parroquial de Los Reyes,0.01%,1
,Iglesia Parroquial de San Sebastián,0.06%,11
,Iglesia Parroquial de Tilcara,0.01%,2
,Iglesia Parroquial de Tinta,0.01%,1
,Iglesia Parroquial del Chinchero,0.01%,1
,Iglesia Peña,0.01%,1
,Iglesia Pujiura,0.01%,1
,Iglesia Renovación,0.01%,1
,Iglesia S Anton Pereira,0.02%,4
,Iglesia San Agustín,0.01%,2
,Iglesia San Diego,0.02%,3
,Iglesia San Francisco,0.91%,174
,Iglesia San Ignacio,0.85%,164
,Iglesia San Ignacio Loreto,0.01%,1
,Iglesia San Juan Dios,0.13%,25
,Iglesia San Laureano,0.01%,2
,Iglesia San Lazaro,0.01%,1
,Iglesia San Pedro,0.01%,2
,Iglesia Santa Bárbara,0.41%,78
,Iglesia Santa Clara la Real,0.36%,69
,Iglesia Santa barbara,0.01%,1
,Iglesia Santa bárbara,0.01%,2
,Iglesia Santisima Trinidad,0.01%,1
,Iglesia Santo Domingo,0.16%,31
,Iglesia Santuario de Guápulo,0.02%,4
,Iglesia Señora del Pilar,0.01%,1
,Iglesia Simijaca,0.01%,1
,Iglesia Subachoque,0.01%,2
,Iglesia Sutatausa,0.02%,3
,Iglesia Tecalli,0.01%,1
,Iglesia Tlacohahuaya,0.01%,1
,Iglesia Tobasía,0.01%,1
,Iglesia Turmequé,0.01%,2
,Iglesia Ubaté,0.01%,1
,Iglesia Villa de Leiva,0.08%,16
,Iglesia Yanaconas,0.01%,1
,Iglesia canicunca,0.01%,1
,Iglesia catedral,0.07%,13
,Iglesia catedral de San Antonio,0.04%,8
,Iglesia da Matris do Pilar,0.01%,1
,Iglesia da Ordem Terceira de Nossa Senhora da Conceizao da Boa Morte,0.01%,1
,Iglesia da tercera orden Senhora do Carmo,0.01%,1
,Iglesia de Accha,0.01%,1
,Iglesia de Acomayo,0.06%,11
,Iglesia de Andahuaylillas,0.05%,10
,Iglesia de Anta,0.01%,2
,Iglesia de Araure,0.01%,1
,Iglesia de Ayaviri,0.01%,2
,Iglesia de Azángaro,0.03%,6
,Iglesia de Belén,0.07%,13
,Iglesia de Cabanaconde,0.01%,1
,Iglesia de Caicai,0.01%,1
,Iglesia de Caima,0.17%,32
,Iglesia de Cajamarca,0.08%,16
,Iglesia de Caníncula,0.01%,1
,Iglesia de Caquiaviri,0.03%,6
,Iglesia de Carabuco,0.03%,5
,Iglesia de Caracoto,0.01%,1
,Iglesia de Casabindo,0.01%,1
,Iglesia de Cattca,0.01%,1
,Iglesia de Cayma,0.02%,4
,Iglesia de Characato,0.04%,7
,Iglesia de Checacupe,0.04%,7
,Iglesia de Chinca,0.01%,1
,Iglesia de Chincheros,0.16%,30
,Iglesia de Cochinoca,0.01%,1
,Iglesia de Cohoni,0.02%,3
,Iglesia de Coixtlahuaca,0.01%,1
,Iglesia de Colquepata,0.01%,1
,Iglesia de Concepción,0.01%,1
,Iglesia de Cuitiva,0.01%,1
,Iglesia de Curahuara de Carangas,0.01%,2
,Iglesia de Cómbita,0.01%,1
,Iglesia de Córdova,0.01%,1
,Iglesia de Diamantina,0.01%,1
,Iglesia de Egipto,0.22%,43
,Iglesia de Fontibón,0.01%,2
,Iglesia de Fuquene,0.01%,1
,Iglesia de Guadalupe,0.01%,1
,Iglesia de Guaqui,0.02%,3
,Iglesia de Guasca,0.01%,1
,Iglesia de Hualoyo,0.02%,3
,Iglesia de Huanoquite,0.09%,18
,Iglesia de Huarocondo,0.01%,1
,Iglesia de Humahuaca,0.07%,14
,Iglesia de Huánuco,0.01%,1
,Iglesia de Italaque,0.01%,1
,Iglesia de Iza,0.01%,1
,Iglesia de Jerusalén,0.02%,3
,Iglesia de Jesús Nazareno,0.01%,2
,Iglesia de Jesús de Machaca,0.01%,2
,Iglesia de La Peña,0.01%,1
,Iglesia de Lampa,0.03%,6
,Iglesia de Machetá,0.01%,1
,Iglesia de Maras,0.22%,43
,Iglesia de Monguí,0.16%,31
,Iglesia de Mongüa,0.01%,2
,Iglesia de Monserrate,0.01%,1
,Iglesia de Motavita,0.01%,1
,Iglesia de Nemocón,0.02%,3
,Iglesia de Nuestra Señora,0.01%,1
,Iglesia de Nuestra Señora Nazaret,0.01%,1
,Iglesia de Nuestra Señora de Chanka,0.01%,1
,Iglesia de Nuestra Señora de Chiquinquirá,0.01%,1
,Iglesia de Nuestra Señora de la Asunción,0.05%,10
,Iglesia de Nuestra Señora de la Candelaria,0.02%,3
,Iglesia de Nuestra Señora de la Concepción,0.02%,4
,Iglesia de Nuestra Señora de la Encarnación de El Valle de la Pascua,0.01%,1
,Iglesia de Nuestra Señora de la Merced,0.01%,2
,Iglesia de Nuestra Señora de las Nieves,0.01%,1
,Iglesia de Nuestra señora de Chiquinquirá,0.01%,1
,Iglesia de Nuestra señora de la Soledad,0.01%,1
,Iglesia de Nuestra señora de la Soledad Convento San Francisco,0.01%,1
,Iglesia de Oropesa,0.01%,1
,Iglesia de Ospino,0.01%,1
,Iglesia de Parinacota,0.02%,3
,Iglesia de Paucartambo,0.02%,3
,Iglesia de Pitumarca,0.01%,1
,Iglesia de Pujiura,0.01%,2
,Iglesia de Quiquijana,0.06%,12
,Iglesia de S. Martín de Potosí,0.01%,1
,Iglesia de San Agustín,0.05%,9
,Iglesia de San Agustín Obispo,0.01%,1
,Iglesia de San Antonio Abad,0.20%,39
,Iglesia de San Bernardino,0.04%,8
,Iglesia de San Blas,0.04%,7
,Iglesia de San Cristóbal,0.02%,4
,Iglesia de San Diego,0.01%,1
,Iglesia de San Esteban Mártir,0.07%,14
,Iglesia de San Felipe Neri,0.02%,3
,Iglesia de San Felipe Neri La Profesa,0.43%,83
,Iglesia de San Francisco,0.42%,81
,Iglesia de San Francisco Uchumari,0.08%,16
,Iglesia de San Francisco de Asís,0.22%,42
,"Iglesia de San Francisco de Asís, Yavi",0.01%,1
,Iglesia de San Francisco de Paula,0.05%,9
,"Iglesia de San Francisco de Paula, Uquia",0.01%,1
,"Iglesia de San Francisco de Paula, Uquía",0.01%,1
,Iglesia de San Ignacio,0.01%,1
,Iglesia de San Jerónimo,0.05%,9
,Iglesia de San Joaquín,0.02%,3
,Iglesia de San José,0.07%,14
,"Iglesia de San José, Cachí",0.01%,1
,Iglesia de San Juan Bautista,0.24%,46
,Iglesia de San Juan Bautista de Huaro,0.05%,9
,Iglesia de San Juan Evangelista,0.01%,1
,Iglesia de San Juan de Dios,0.02%,4
,Iglesia de San Juan de Letrán,0.02%,4
,"Iglesia de San Juan de Letrán, Juli",0.02%,3
,Iglesia de San Juan del Río,0.01%,1
,Iglesia de San Lorenzo,0.05%,9
,Iglesia de San Luis Teolocholco,0.01%,1
,Iglesia de San Lázaro,0.01%,1
,Iglesia de San Marcelo,0.01%,1
,Iglesia de San Marán,0.01%,1
,Iglesia de San Mateo,0.01%,1
,Iglesia de San Miguel Arcángel Nonoalco,0.01%,1
,Iglesia de San Miguel Huetjozingo,0.04%,7
,Iglesia de San Miguel de Boconó,0.01%,1
,Iglesia de San Miguel e almas,0.01%,1
,"Iglesia de San Miguel, Tomave.",0.04%,7
,"Iglesia de San Miguel, convento de Huejotzingo",0.01%,1
,Iglesia de San Pablo Apóstol,0.02%,3
,Iglesia de San Pablo Mitla,0.01%,1
,Iglesia de San Pedro,0.24%,47
,Iglesia de San Pedro Apóstol,0.09%,18
,Iglesia de San Pedro González Telmo,0.06%,12
,"Iglesia de San Pedro Nolasco, Molinos",0.04%,7
,Iglesia de San Pedro capilla penitencia,0.01%,2
,"Iglesia de San Pedro, Jesuitas",0.09%,17
,Iglesia de San Salvador,0.10%,19
,Iglesia de San Sebastian,0.01%,1
,Iglesia de San Sebastián,0.24%,46
,Iglesia de San Sebastián. Luneta.,0.03%,5
,Iglesia de San Sebsatian,0.01%,1
,Iglesia de San Telmo,0.01%,1
,Iglesia de San Vicente,0.01%,1
,Iglesia de Sangarara,0.02%,4
,Iglesia de Santa Ana,0.01%,2
,Iglesia de Santa Barba de Caquingora,0.03%,5
,Iglesia de Santa Bárbara,0.03%,5
,Iglesia de Santa Catalina,0.02%,4
,Iglesia de Santa Clara,0.02%,3
,Iglesia de Santa Cruz,0.03%,6
,Iglesia de Santa Liberata,0.01%,1
,Iglesia de Santa Lucía,0.04%,7
,Iglesia de Santa Maria Tonanzintla,0.01%,1
,Iglesia de Santa Marta,0.01%,2
,Iglesia de Santa María,0.01%,1
,Iglesia de Santa María Chiconautla,0.01%,1
,Iglesia de Santa María del Rosario,0.05%,9
,Iglesia de Santa Prisca,0.01%,1
,Iglesia de Santa Rosa,0.02%,4
,Iglesia de Santa Rosa Viterbo Museo Nacional Virreinato,0.01%,1
,Iglesia de Santa Teresa,0.15%,28
,Iglesia de Santa Teresa de Jesús y la orden carmelita,0.01%,1
,Iglesia de Santiago,0.01%,1
,Iglesia de Santiago Apóstol,0.21%,40
,"Iglesia de Santiago Apóstol, Huancané",0.01%,1
,Iglesia de Santo Domindo,0.01%,1
,Iglesia de Santo Domingo,0.31%,59
,Iglesia de Santo Domingo Yanhuitlan,0.01%,2
,Iglesia de Santo Domingo. Perú,0.01%,1
,Iglesia de Sao Domingos,0.01%,1
,Iglesia de Sao Francisco,0.01%,1
,Iglesia de Sao Francisco do Conde,0.01%,1
,Iglesia de Señora del Pilar,0.01%,1
,Iglesia de Siachoque,0.03%,5
,Iglesia de Sopó,0.14%,27
,Iglesia de Surite,0.14%,26
,Iglesia de Susques,0.01%,2
,Iglesia de Sutatausa,0.07%,14
,Iglesia de Tenjo,0.01%,2
,Iglesia de Tinta,0.04%,7
,Iglesia de Tiobamba,0.01%,2
,Iglesia de Tobasia,0.02%,3
,Iglesia de Tumbaco,0.01%,1
,Iglesia de Tumbaya,0.01%,1
,Iglesia de Turmequé,0.08%,16
,Iglesia de Tópaga,0.01%,1
,Iglesia de Uquía,0.04%,7
,"Iglesia de Urcos, Bautisterio",0.01%,1
,Iglesia de Urquillos,0.01%,2
,Iglesia de Urubamba,0.01%,2
,Iglesia de Usaquén,0.03%,6
,Iglesia de Veracruz,0.01%,1
,Iglesia de Vilque,0.01%,1
,Iglesia de Yanahuara,0.03%,5
,Iglesia de Yanaoca,0.01%,1
,Iglesia de Yavi,0.01%,1
,Iglesia de Yucay,0.03%,6
,Iglesia de Zurite,0.01%,1
,Iglesia de de San Sebastián,0.01%,2
,Iglesia de la Almudena,0.02%,3
,Iglesia de la Asunción de Juli,0.02%,3
,Iglesia de la Candelaria,0.10%,20
,Iglesia de la Candelaria de la Viña,0.01%,2
,Iglesia de la Capuchina,0.01%,2
,Iglesia de la Compañía de Jesús,0.68%,130
,Iglesia de la Concepción,0.04%,7
,Iglesia de la Enseñanza,0.01%,1
,Iglesia de la Ermita,0.01%,2
,Iglesia de la Inmaculada,0.01%,1
,Iglesia de la Inmaculada Concepción,0.07%,14
,Iglesia de la Merced,0.43%,82
,Iglesia de la Peña,0.03%,5
,Iglesia de la Recoleta,0.01%,1
,Iglesia de la Santa Cruz y Soledad,0.01%,1
,Iglesia de la Soledad,0.02%,3
,Iglesia de la Vera Cruz,0.02%,3
,Iglesia de la Virgen Asunta,0.04%,7
,Iglesia de la Virgen de la Natividad,0.02%,3
,Iglesia de la Virgen del Carmen,0.07%,13
,"Iglesia de la Virgen del Carmen, Chicoana",0.01%,1
,Iglesia de la Virgen del Pilar,0.01%,1
,Iglesia de la Virgen del Rosario y San Francisco de Asís,0.02%,4
,Iglesia de las Aguas,0.03%,5
,Iglesia de las Nieves,0.53%,102
,Iglesia de las nazarenas,0.01%,1
,Iglesia de san  Lorenzo indios,0.01%,1
,Iglesia de san Diego,0.01%,2
,Iglesia de san Francisco y de la Santa Cruz,0.01%,1
,Iglesia de san Miguel,0.02%,3
,Iglesia de santa Isabel de Xiloxoxtla,0.01%,1
,Iglesia del Buen Jesús de Matoznhos,0.01%,1
,Iglesia del Carmen,0.09%,17
,Iglesia del Carmen Celaya,0.01%,1
,Iglesia del Cementerio de Urcos,0.01%,1
,Iglesia del Convento Santa Clara,0.01%,2
,Iglesia del Convento de Belén,0.01%,1
,Iglesia del Convento de Santo Domingo,0.05%,10
,Iglesia del Convento de los Santos Reyes,0.01%,1
,Iglesia del Desierto,0.01%,1
,Iglesia del Espíritu Santo,0.01%,1
,Iglesia del Llano,0.01%,1
,Iglesia del Pilar,0.11%,22
,Iglesia del Rio Tocuyo,0.01%,2
,Iglesia del Rosario,0.01%,1
,Iglesia del Sagrario,0.05%,9
,Iglesia del Santísimo Cristo del Bue Viaje,0.01%,1
,Iglesia del Señor de Sumalao,0.01%,1
,Iglesia del Triunfo,0.02%,4
,Iglesia del convento de sao Francisco,0.01%,1
,Iglesia do Pilar,0.01%,1
,Iglesia el Retiro,0.01%,1
,Iglesia la Merced,0.05%,9
,Iglesia nuestra señora del pilar,0.01%,1
,Iglesia parroquial,0.05%,9
,Iglesia santa Bárbara,0.25%,48
,Iglesia y Convento de San Francisco,0.04%,8
,Iglesia y Convento de San Francisco de Córdoba,0.14%,26
,"Iglesia, Rinconada",0.01%,2
,Igreja Matriz de Itaverava,0.01%,1
,Igreja Matriz de Nossa Senhora da Candelária,0.02%,3
,Igreja Matriz de Nossa Senhora de Nazaré,0.02%,3
,"Igreja Matriz de Nossa Senhora de Nazaré, Cachoeira do Campo",0.01%,2
,Igreja Matriz de Nossa Senhora do Pilar,0.01%,2
,Igreja Matriz de Nossa Senhora do Rosário,0.01%,2
,Igreja Matriz de Santo Antonio,0.01%,1
,Igreja Matriz de Santo Antônio,0.01%,1
,Igreja Matriz de São José da Lagoa,0.01%,1
,Igreja Matriz de São Miguel do Cajuru de Arcângelo,0.01%,1
,Igreja Matriz de São Tomé das Letras,0.01%,2
,Igreja Matriz de Vitoriano Veloso,0.01%,1
,Igreja Matriz de de Santo Antonio,0.01%,1
,Igreja Matriz do Santíssimo Sacramento e Santana,0.01%,2
,Igreja N S dos Prazeres Monte dos Guararapes,0.01%,1
,Igreja N S dos Prazeres Monte dos Guararapes Jaboatão dos Guara,0.01%,1
,Igreja Nazare,0.01%,1
,Igreja Nossa Senhora da Penha,0.01%,1
,Igreja Nossa Senhora do Carmelo,0.01%,1
,Igreja Nossa Senhora do Carmo,0.01%,2
,Igreja Nossa Senhora do Patrocínio,0.01%,1
,Igreja Nossa Senhora do Rosario,0.01%,2
,Igreja São Francisco de Assis,0.02%,4
,Igreja da Ordem Terceira Chagas Seráfico Pai São Francisco,0.01%,1
,Igreja da Ordem Terceira de Nossa Senhora do Carmo,0.03%,5
,Igreja da Ordem Terceira de São Domingos,0.01%,1
,Igreja da Ordem Terceira de São Francisco,0.02%,4
,Igreja da Ordem Terceira de São Francisco da Penitência,0.06%,11
,Igreja da Ordem Terceira do Carmo,0.03%,6
,Igreja da Ordem da Ordem Terceira de Nossa Senhora da Conceição e Boa Morte,0.01%,1
,Igreja da Palma,0.01%,1
,Igreja de N S do Carmo,0.01%,1
,Igreja de Nossa Senhora da Conceicao das Jaqueiras,0.01%,1
,Igreja de Nossa Senhora da Conceicao dos Militares,0.01%,1
,Igreja de Nossa Senhora da Conceição da Praia,0.01%,1
,Igreja de Nossa Senhora da Conceição dos Militares,0.02%,4
,Igreja de Nossa Senhora da Graça,0.01%,1
,Igreja de Nossa Senhora da Palma,0.02%,3
,Igreja de Nossa Senhora da Saúde e da Glória,0.01%,1
,Igreja de Nossa Senhora das Merces,0.01%,2
,Igreja de Nossa Senhora do Carmo,0.05%,10
,Igreja de Nossa Senhora do Monte Serrate,0.01%,1
,Igreja de Nossa Senhora do Pilar,0.01%,1
,Igreja de Nossa Senhora do Rosário,0.01%,2
,Igreja de Nossa Senhora do Rosário dos Pretos,0.01%,1
,Igreja de S Francisco em,0.01%,1
,Igreja de Santa Teresa,0.27%,51
,Igreja de Santana,0.01%,1
,Igreja de Santo Antônio,0.01%,1
,Igreja de São Francisco,0.01%,1
,Igreja de São Francisco Xavier Museu de Arte Sacra do Para,0.02%,4
,Igreja de São Francisco da Penitência,0.04%,7
,Igreja de São Francisco de Assis,0.01%,1
,Igreja de São José de Itapanhoacanga,0.01%,2
,Igreja de São Miguel e Almas,0.02%,3
,Igreja do Antigo Recolhimento de N. S. da Conceicao de Olinda,0.07%,14
,Igreja do Bom Jesús de Matozinhos,0.03%,5
,Igreja do Bonfim,0.01%,2
,Igreja do Carmo,0.01%,1
,Igreja do Convento de Santa Clara do Desterro,0.02%,3
,Igreja do Santíssimo Sacramento,0.01%,1
,Igreja do Senhor do Bonfim dos Militares,0.03%,5
,Igreja dos Aflitos,0.01%,1
,Igreja dos Órfãos de São Joaquim,0.01%,1
,Igreja e Residência dos Reis Magos em Nova Almeida,0.01%,1
,Igreja e Santa Casa de Misericórdia,0.04%,8
,Indianapolis Museum of Art,0.07%,14
,Inst. Cultura Magdalena,0.01%,1
,Institute of Iberian Colonial,0.01%,1
,Instituto Histórico e Geográfico Brasileiro,0.01%,2
,Instituto Hondureño de Antropología e Historia,0.01%,1
,Instituto Nacional de Antropología e Historia,0.01%,2
,Instituto Nacional de Cultura,0.03%,5
,Instituto San Martiniano,0.01%,1
,Instituto de Artes Visuales,0.01%,1
,Instituto de Cultura Puertorriqueña,0.09%,18
,Izamal,0.01%,1
,James Methuen Campell,0.01%,1
,"John and Cari Shurman Collection, Miami",0.01%,1
,Joslyn Art Museum,0.06%,11
,La Granja Azul,0.01%,2
,La Paz,0.01%,1
,La ceja,0.01%,1
,Library of Congress Washington,0.04%,8
,Librería Lilly. Universidad de Indiana. Bloomington.,0.08%,16
,Liliana Checa de Costa,0.01%,1
,Lima,0.01%,1
,Locación Desconocida,0.01%,1
,Los Angeles County Museum of Art,0.31%,59
,Loyola University,0.01%,1
,Manuscrito Martin Murrua Historia general. Paul  Getty Museum,0.01%,2
,Manuscrito Martin Murrua Historia origen genealogía inca. Colección particular,0.01%,1
,Manuscrito Martin Murrua Historia origen genealogía incas. Colección particular,0.05%,9
,Matriz de Divina Pastora,0.01%,1
,Meadows Museum Dallas,0.01%,2
,Memoria Prado,0.01%,2
,Metropolitan Museum of Art,0.04%,8
,Ministerio de la Concepción,0.01%,1
,Minneapolis Institute of Art,0.14%,27
,Mint Museum,0.05%,9
,Miriam Ramos de Ward,0.01%,1
,"Misión San Antonio de Padua, Jolon",0.01%,1
,"Misión San Luis Rey de Francia, Oceanside",0.01%,1
,"Mitra de Obispo. Museo del Duomo, Milán",0.01%,1
,Mon Niño Jesús pobre,0.01%,1
,Monasterio Capuchinas,0.49%,95
,Monasterio Carmelita de San José,0.01%,2
,Monasterio Carmelita de San José de Medellín,0.02%,4
,Monasterio Carmelitas descalzas,0.01%,1
,Monasterio Clarisas de la Vic.,0.06%,12
,Monasterio Concepción,0.01%,2
,Monasterio Dominicas  st Rosa,0.01%,1
,Monasterio Franciscano,0.01%,1
,Monasterio La Concepción,0.01%,1
,Monasterio Madres carmelitas,0.01%,2
,Monasterio Nazarenas,0.01%,1
,Monasterio Nuestra señora del Carmen,0.01%,1
,Monasterio San José,0.02%,4
,Monasterio Santa Catalina,1.28%,246
,Monasterio Santa Clara,0.10%,20
,Monasterio Santa Clara la Real,0.01%,1
,Monasterio Santa Rosa,0.11%,22
,Monasterio Santa Rosa de Santa María,0.05%,9
,Monasterio Santa Rosa de las Monjas,0.01%,1
,Monasterio Santa Teresa de Jesús,0.01%,1
,Monasterio Trinitario,0.05%,9
,Monasterio de Agustinas,0.05%,10
,Monasterio de Capuchinas de la Santísima Trinidad,0.01%,1
,Monasterio de Concepcionistas,0.01%,1
,Monasterio de Nuestra Señora del Prado,0.01%,2
,Monasterio de S Jose´ Santiago,0.04%,8
,Monasterio de San José,0.02%,3
,Monasterio de Santa Catalina,0.04%,8
,Monasterio de Santa Catalina de Siena,0.01%,1
,Monasterio de Santa Clara,0.06%,11
,Monasterio de Santa Clara de Atlixco,0.01%,1
,Monasterio de Santa Rosa,0.01%,1
,Monasterio de Santa Rosa de las Monjas,0.01%,1
,Monasterio de Santa Teresa,0.05%,9
,Monasterio de Santa Teresa de Jesús,0.01%,2
,Monasterio de Santa rosa de Santa María,0.04%,8
,Monasterio de Sao Bento da Bahia,0.01%,2
,Monasterio de la Concepción,0.09%,17
,"Monasterio de la Concepción, Lima",0.01%,1
,Monasterio de la Enseñanza,0.02%,4
,Monasterio de la Inmaculada Concepción,0.01%,1
,Monasterio de las carmelitas,0.01%,2
,Monasterio del Carmen,0.01%,1
,Monasterio del Carmen Alto,0.05%,10
,Monasterio del Carmen de San José,0.67%,129
,Monasterio nazarenas Cuzco,0.01%,1
,Monasterios de las Descalzas,0.01%,1
,Monguí,0.03%,5
,Morelia,0.01%,1
,Morgenstern Gallery,0.03%,6
,Mosteiro de São Benito,0.11%,22
,Mugar Memorial Library,0.01%,1
,Municipalidad de La Serena,0.01%,2
,Musee d’Auch,0.01%,1
,Museo 20 Julio,0.01%,1
,Museo 20 de Julio,0.01%,1
,Museo 20 julio,0.01%,1
,Museo Afro Brasil,0.02%,3
,Museo Alberto Mena Caamaño,0.01%,1
,Museo Altos de Chiapas,0.03%,5
,Museo Amparo,0.05%,10
,Museo Andrés Bello y Zetina,0.01%,1
,Museo Andrés Blaistein,0.03%,5
,Museo Arocena,0.01%,1
,Museo Arqueologico,0.01%,1
,Museo Arqueológico,0.02%,3
,Museo Arqueológico Cuzco,0.01%,2
,Museo Arquidiocesano de Arte Religioso,0.01%,1
,Museo Arquidiocesano de Arte religioso,0.52%,99
,Museo Arquidiocesano de Arte religioso Parroquia El Carmen.,0.01%,1
,Museo Arquidiocesano de Arte religioso.,0.03%,6
,Museo Arquidiocesano de Arte religioso. Catedral,0.02%,3
,Museo Arquidiocesano de Arte religioso. Convento Santa Clara,0.02%,3
,Museo Arquidiocesano de Arte religioso. Parroquia El Carmen.,0.02%,3
,Museo Arquidiocesano de Arte religioso. Parroquia el Carmen,0.01%,1
,Museo Arquidiocesano de Arte religioso. Parroquia el Carmen.,0.01%,1
,Museo Arquidiocesano de Arte religioso. San Juan de Dios.,0.01%,2
,Museo Arquidiocesano de Mariana,0.06%,12
,Museo Arquidiocesano de Mérida,0.01%,1
,"Museo Arquidiocesano de Mérida, Mons. Antonio Ramón Silva Gacía",0.06%,11
,Museo Arquidiocesano de Recife,0.01%,1
,Museo Arquiidiocesano,0.01%,1
,Museo Arte,0.01%,2
,Museo Arte Colonial,0.04%,7
,Museo Arte Colonial Benjamin Carrión,0.01%,2
,Museo Arte Moderno,0.01%,1
,Museo Arte Nueva Orleans,0.01%,1
,Museo Banco Central de Ecuador,0.09%,17
,Museo Banco central,0.04%,7
,Museo Basílica Guadalupe,0.02%,3
,Museo Bazán y Bustos,0.02%,3
,Museo Bello,0.04%,8
,Museo Bello y González,0.01%,1
,Museo Bello y Zetina,0.01%,1
,Museo Bolivariano,0.01%,1
,"Museo Capilla de los Dolores, Conjunto Monumental de San Francisco",0.05%,9
,Museo Casa Lorca,0.01%,1
,Museo Casa de Cortés,0.01%,2
