,pais,Participación,conteo
,Nicolás Rojo,0.01%,1
,Nicolás Tejada,0.01%,2
,Nicolás de Oliva,0.01%,1
,Nicolás de los Ecoz,0.03%,5
,Nicolás y Pedro de Tejada y Brizuela,0.05%,9
,Noah North,0.01%,2
,Pablo Caballero,0.02%,3
,Pablo Chili Tupac,0.01%,1
,Pablo De Jesús,0.01%,1
,Pablo García del Campo,0.02%,4
,Pablo José de Talavera,0.05%,10
,Padilla,0.01%,2
,Padre Manuel El Jesuita,0.01%,1
,Padre Salamanca,0.01%,1
,Paolo de Matteis,0.01%,1
,Paredes,0.01%,1
,Pascual Pérez,0.11%,22
,Paul Revere,0.01%,1
,Paul Sandby,0.01%,1
,Paulo Belchior,0.01%,1
,Pedro Antonio Fresquis,0.02%,3
,Pedro Azurdui,0.01%,1
,Pedro Bedón,0.03%,5
,Pedro Binera,0.01%,1
,Pedro Báez Cabral,0.01%,2
,Pedro García Ferrer,0.02%,4
,Pedro José Díaz,0.06%,11
,Pedro José Figueroa,0.05%,9
,Pedro José Noriega,0.01%,2
,Pedro López Calderón,0.02%,3
,Pedro Martínez,0.01%,1
,Pedro Nolasco,0.05%,9
,Pedro Ovalle Díaz,0.01%,1
,Pedro Pardo,0.03%,6
,Pedro Ramírez,0.13%,24
,Pedro Ruiz,0.01%,1
,Pedro Saldaña,0.01%,2
,Pedro Sandoval,0.06%,12
,Pedro Tello,0.01%,2
,Pedro Tiburcio Ortíz,0.01%,1
,Pedro Villegas Marmolejo,0.01%,1
,Pedro de Aguirre,0.01%,1
,Pedro de Campaña,0.01%,1
,Pedro de Vargas,0.03%,6
,Pedro de Villegas,0.01%,1
,Pedro del Prado,0.02%,4
,Peter Rindisbacher,0.01%,1
,Philip Reinagle,0.01%,1
,Philip Tilyard,0.01%,2
,Philippe Abraham Peticolas,0.01%,2
,Pierre Henri,0.05%,9
,Pierre Lavallé,0.01%,2
,Pieter Andersen,0.01%,2
,Pieter Van Huffel,0.01%,1
,Pieter Vanderlyn,0.01%,2
,Pieter de Coecke,0.01%,2
,Plácido Costanzi,0.01%,2
,Pompeo Batoni,0.01%,1
,Prudence Bedell,0.01%,2
,Pérez M.,0.01%,1
,Pío Domínguez del Castillo,0.01%,1
,Rafael Bermúdez,0.01%,1
,Rafael Cárdenas,0.01%,1
,Rafael Joaquín Gutiérrez,0.01%,1
,Rafael Ximeno y Planes,0.05%,10
,Rafael de la Peña,0.01%,1
,Raimundo da Costa,0.01%,1
,Ralph Earl,0.10%,19
,Ramón Ibarra y González,0.01%,1
,Ramón Torres,0.08%,15
,Raphaelle Peale,0.08%,15
,Rebolledo,0.01%,1
,Rembrandt Peale,0.16%,30
,Reuben Moulthrop,0.01%,2
,Reuben Rowley,0.01%,1
,Reverend William Gilpin,0.01%,1
,Ricardo do Pilar,0.07%,13
,Richard Fecke,0.01%,1
,Robert Edge Pine,0.05%,9
,Robert Feke,0.05%,9
,Robert Field,0.02%,4
,Robert Fulton,0.01%,2
,Robert Jr. Gilmor,0.01%,1
,Robert Peckham,0.01%,1
,Robert Salmon,0.02%,3
,Robert Street,0.02%,3
,Rodrigo De la Piedra,0.01%,1
,Rufus Hathaway,0.02%,4
,Rufus Porter,0.03%,6
,Ruth Henshaw,0.01%,1
,Ruth Whittier,0.01%,2
,S. Wehry,0.01%,2
,S. Whiting,0.01%,1
,SD,0.25%,48
,Salome Hensel,0.01%,1
,Salvador Huerta,0.01%,1
,Salvador Rizo,0.01%,1
,Salvador Sandoval,0.06%,12
,Samuel Broadbent,0.02%,3
,Samuel F. B. Morse,0.02%,4
,Samuel Finley Breese Morse,0.03%,5
,Samuel Jordan,0.01%,1
,Samuel Lewisl,0.01%,1
,Samuel Lovett Waldo,0.02%,4
,Samuel Smith,0.01%,1
,Sarah Goodridge,0.04%,7
,Sarah Miriam Peale,0.03%,5
,Sebastián López de Arteaga,0.06%,12
,Sebastián Salcedo,0.03%,5
,Sheldon Peck,0.01%,1
,Silva,0.01%,1
,Silvestre de Almeida Lopes,0.05%,10
,Simplicio Rodrigues de Sá,0.01%,1
,Simón Lobato,0.01%,1
,Simón Pereyns,0.07%,13
,Stephan Kessler,0.01%,2
,Stephen Bedell,0.01%,1
,T. Davies,0.01%,1
,T. Wheeler,0.01%,1
,Tadeo Escalante,0.11%,21
,Talavera ymbent,0.01%,1
,Theodore Moise,0.01%,1
,Thomas Badger,0.01%,1
,Thomas Birch,0.04%,8
,Thomas Cole,0.05%,10
,Thomas Coram,0.11%,21
,Thomas Day,0.01%,1
,Thomas Doughty,0.03%,5
,Thomas Edwards,0.01%,1
,Thomas Gainsborought,0.01%,1
,Thomas Hudson,0.01%,1
,Thomas McIlworth,0.02%,4
,Thomas Seir Cummings,0.01%,1
,Thomas Smith,0.01%,2
,Thomas Stothard,0.01%,2
,Thomas Sully,0.23%,44
,Thomas Wale,0.01%,1
,Thomas Young,0.01%,1
,Tomas de Sosa,0.01%,1
,Tomás Cabrera,0.01%,2
,Tomás Calderón,0.01%,1
,Tomás Fernández de Heredia,0.04%,7
,Tomás Javier de Peralta,0.02%,4
,Tomás Julián,0.01%,1
,Tomás Lara,0.01%,2
,Tomás de Cócar,0.01%,2
,Tomás de Merlo,0.08%,15
,Urbina,0.01%,2
,Valentine Green,0.01%,1
,Ventura Torijano,0.01%,2
,Veríssimo de Freitas,0.03%,5
,Vicente Albán,0.07%,13
,Vicente Carducho,0.03%,5
,Vicente Escobar y Flores,0.05%,10
,Vicente López,0.01%,1
,Vicente Pérez,0.02%,3
,Vicente Rodríguez,0.01%,1
,Victorino García,0.05%,10
,Walter Robertson,0.04%,8
,Washington Allston,0.10%,19
,William Birch,0.01%,1
,William Blake,0.01%,1
,William Bonnell,0.01%,1
,William Britton,0.01%,1
,William Constable,0.01%,2
,William Dering,0.01%,1
,William Dunlap,0.03%,5
,William Edward West,0.01%,1
,William Hilyer,0.01%,1
,William James Bennett,0.01%,2
,William James Hubard,0.01%,1
,William Jennys,0.06%,12
,William Jewett,0.01%,1
,William Keable,0.01%,1
,William Lovett,0.01%,1
,William M. S. Doyle,0.01%,2
,William Matthew Prior,0.01%,1
,William Page,0.01%,1
,William Russell Birch,0.01%,2
,William Sidney Mount,0.01%,2
,William Thomson,0.02%,3
,William Verstille,0.01%,2
,William Williams,0.01%,1
,William Winstanley,0.01%,1
,Winthrop Chandler,0.02%,4
,Ximénes,0.01%,2
,Zedekiah Belknap,0.03%,6
,Ángel María Camponeschi,0.02%,4
,Ávila,0.01%,1
